"displayFieldName","transform__originPosition","transform__scale","transform__translate","fieldAliases__objectid","fieldAliases__schcd","fieldAliases__schname","fieldAliases__schcat","fieldAliases__school_cat","fieldAliases__schtype","fieldAliases__school_typ","fieldAliases__schmgt","fieldAliases__management","fieldAliases__rururb","fieldAliases__location","fieldAliases__pincode","fieldAliases__dtname","fieldAliases__udise_stco","fieldAliases__stname","fieldAliases__vilname","fieldAliases__longitude","fieldAliases__latitude","fieldAliases__stcode11","fieldAliases__dtcode11","fieldAliases__sdtcode11","fieldAliases__sdtname","geometryType","spatialReference__wkid","spatialReference__latestWkid","fields__name","fields__type","fields__alias","fields__length","features__attributes__objectid","features__attributes__schcd","features__attributes__schname","features__attributes__schcat","features__attributes__school_cat","features__attributes__schtype","features__attributes__school_typ","features__attributes__schmgt","features__attributes__management","features__attributes__rururb","features__attributes__location","features__attributes__pincode","features__attributes__dtname","features__attributes__udise_stco","features__attributes__stname","features__attributes__vilname","features__attributes__longitude","features__attributes__latitude","features__attributes__stcode11","features__attributes__dtcode11","features__attributes__sdtcode11","features__attributes__sdtname","features__geometry__x","features__geometry__y"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422191","3090802202","GMS JAND","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","141205","Ludhiana","03","PUNJAB"," ","75.744799999999998","30.696272","03","041","00229","Raikot","110310","-47010"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422232","3090802201","GPS JAND","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141205","Ludhiana","03","PUNJAB"," ","75.747324000000006","30.69774","03","041","00229","Raikot","110314","-47013"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422972","3090804201","GPS PHALEWAL","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141202","Ludhiana","03","PUNJAB"," ","75.744416999999999","30.722743000000001","03","041","00229","Raikot","110310","-47055"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423077","3090804202","GHS PHALEWAL","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","141202","Ludhiana","03","PUNJAB"," ","75.745480999999998","30.725936999999998","03","041","00229","Raikot","110311","-47061"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423684","3090802103","GHS GUJJARWAL (G)","7","Secondary (6-10)","2","Girls","1","Department of Education","1"," ","141202","Ludhiana","03","PUNJAB"," ","75.7517","30.747499999999999","03","041","00227","Ludhiana (East)","110321","-47097"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423753","3090802102","GPS GUJJARWAL GIRLS","1","Primary","2","Girls","1","Department of Education","1"," ","141202","Ludhiana","03","PUNJAB"," ","75.750810000000001","30.749994000000001","03","041","00227","Ludhiana (East)","110319","-47101"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423758","3090802101","GPS GUJJARWAL BOYS","1","Primary","1","Boys","1","Department of Education","1"," ","141202","Ludhiana","03","PUNJAB"," ","75.751096000000004","30.750043000000002","03","041","00227","Ludhiana (East)","110320","-47101"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415098","3161102501","GPS KALERAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148024","Sangrur","03","PUNJAB"," ","75.793986000000004","30.452636999999999","03","053","00270","Dhuri","110382","-46598"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415657","3161101602","GHS PHARWAHI","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.791791000000003","30.471972000000001","03","053","00270","Dhuri","110379","-46631"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415661","3161101601","GPS PHARWAHI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.793550999999994","30.472052999999999","03","053","00270","Dhuri","110381","-46631"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415662","3161101603","BHAI GHANAIYA JI PUBLIC SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148023","Sangrur","03","PUNJAB"," ","75.794420000000002","30.472092","03","053","00270","Dhuri","110383","-46631"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416303","3161102701","GPS ISSAPUR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.787586000000005","30.489934999999999","03","053","00270","Dhuri","110373","-46661"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417035","3160108101","GPS BHUDAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.799001000000004","30.513594999999999","03","053","00269","Malerkotla","110389","-46701"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418194","3160100302","GMS ABDULLAPUR","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.789156000000006","30.555464000000001","03","053","00269","Malerkotla","110375","-46772"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418554","3160101201","GPS NATHOHERI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.794739000000007","30.566708999999999","03","053","00269","Malerkotla","110383","-46791"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419278","3160105801","GPS AHMADPUR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.787684999999996","30.592807000000001","03","053","00269","Malerkotla","110373","-46835"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419491","3160105501","GPS DARYAPUR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.788864000000004","30.600729000000001","03","053","00269","Malerkotla","110375","-46849"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422038","3090801703","GURU NANAK DEV JI PUBLIC SCHOOL","1","Primary","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141204","Ludhiana","03","PUNJAB"," ","75.796082999999996","30.691918000000001","03","041","00229","Raikot","110385","-47003"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422098","3090801702","GHS DHULKOT","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","141204","Ludhiana","03","PUNJAB"," ","75.797757000000004","30.693591999999999","03","041","00229","Raikot","110388","-47006"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422121","3090801701","GPS DHULKOT","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141204","Ludhiana","03","PUNJAB"," ","75.797285000000002","30.694237000000001","03","041","00229","Raikot","110387","-47007"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423014","3090803501","GPS MAJRI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141411","Ludhiana","03","PUNJAB"," ","75.790215000000003","30.723687000000002","03","041","00227","Ludhiana (East)","110377","-47057"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423727","3090803401","GPS MAHIMA SINGHWALA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141203","Ludhiana","03","PUNJAB"," ","75.788396000000006","30.748989000000002","03","041","00227","Ludhiana (East)","110374","-47100"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421546","3090801101","GPS CHAPPAR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141204","Ludhiana","03","PUNJAB"," ","75.802414999999996","30.675739","03","041","00229","Raikot","110394","-46976"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417259","3160707410","BHARAT PUBLIC HIGH SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.882149999999996","30.521532000000001","03","053","00269","Malerkotla","110510","-46715"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417384","3160707603","ARABIA HIFZUL QURAN ELEMENTARY SCHOOL","2","Upper Primary","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.880015","30.525675","03","053","00269","Malerkotla","110507","-46722"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417451","3160702005","REHMAN PUBLIC SCHOOL","2","Upper Primary","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.881764000000004","30.527743000000001","03","053","00269","Malerkotla","110510","-46725"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417508","3160703302","S.D.P.P. HIGH SCHOOL AIDED","3","Higher Secondary (1-12)","1","Boys","4","Government Aided","2"," ","148023","Sangrur","03","PUNJAB"," ","75.881163000000001","30.529295999999999","03","053","00269","Malerkotla","110509","-46728"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417512","3160704302","GPS MALERKOTLA (GIRLS)","1","Primary","3","Co-Ed","1","Department of Education","2"," ","148023","Sangrur","03","PUNJAB"," ","75.879632999999998","30.529516999999998","03","053","00269","Malerkotla","110507","-46728"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417550","3160703308","SARVHITKARI SHISHU VATIKA","1","Primary","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.882322000000002","30.531365999999998","03","053","00269","Malerkotla","110511","-46731"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417589","3160701803","AMANS KINDERGARTEN SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.881163000000001","30.533066000000002","03","053","00269","Malerkotla","110509","-46734"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417643","3160707802","GHS JAMALPURA","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","2"," ","148023","Sangrur","03","PUNJAB"," ","75.879641000000007","30.534842000000001","03","053","00269","Malerkotla","110507","-46737"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417645","3160703403","ALNOOR PUBLIC SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","148023","Sangrur","03","PUNJAB"," ","75.880905999999996","30.534987999999998","03","053","00269","Malerkotla","110509","-46737"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418286","3160108702","JAMIA SYED ABUL HASAN ALI NADVI","2","Upper Primary","3","Co-Ed","98","Madarsa Unrecognized","1"," ","148023","Sangrur","03","PUNJAB"," ","75.881482000000005","30.558244999999999","03","053","00269","Malerkotla","110510","-46777"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418404","3160108701","GPS GAUNSPURA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.881037000000006","30.561299999999999","03","053","00269","Malerkotla","110509","-46782"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420334","3090103103","BHARTI AIR TEL FOUNDATION","1","Primary","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141119","Ludhiana","03","PUNJAB"," ","75.881022999999999","30.632749","03","041","00226","Payal","110509","-46903"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420758","3160101101","GPS NATHU MAJRA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.880623999999997","30.648503999999999","03","053","00269","Malerkotla","110508","-46929"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421013","3160101102","GSSS NATHU MAJRA","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.880059000000003","30.657668999999999","03","053","00269","Malerkotla","110507","-46945"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417381","3160108404","DASHMESH PUBLIC HIGH SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148020","Sangrur","03","PUNJAB"," ","75.760919999999999","30.525592","03","053","00269","Malerkotla","110334","-46722"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417383","3160108401","GPS KUTHALA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.760423000000003","30.525652000000001","03","053","00269","Malerkotla","110333","-46722"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417399","3160108402","GSSS KUTHALA","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.759715999999997","30.525952","03","053","00269","Malerkotla","110332","-46722"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418045","3160103503","ISLAMIA PRIMARY SCHOOL","1","Primary","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148020","Sangrur","03","PUNJAB"," ","75.759339999999995","30.54946","03","053","00269","Malerkotla","110332","-46762"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418053","3160103501","GPS KHURD","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.759951000000001","30.549959999999999","03","053","00269","Malerkotla","110333","-46763"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418176","3160103504","MODERN COLLEGE, KHURD","11","Higher Secondary/ Jr. College (11-12)","2","Girls","5","Private Unaided (recognized)","1"," ","148020","Sangrur","03","PUNJAB"," ","75.754329999999996","30.554960000000001","03","053","00269","Malerkotla","110324","-46771"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418639","3160103701","GPS DULWAN KALAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.761415999999997","30.570015999999999","03","053","00269","Malerkotla","110335","-46797"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419718","3160110202","GSSS MAHOLI KALAN","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.761494999999996","30.608266","03","053","00269","Malerkotla","110335","-46861"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420180","3160110201","GPS MAHOLI KALAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.751518000000004","30.626197999999999","03","053","00269","Malerkotla","110320","-46892"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416730","3160106302","GHS RURKA","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.834384","30.503530000000001","03","053","00269","Malerkotla","110441","-46684"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418600","3160107101","GPS IBRAHEEMPURA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.835521","30.568670000000001","03","053","00269","Malerkotla","110443","-46794"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419086","3160101802","GMS DHANNO","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.834772999999998","30.585929","03","053","00269","Malerkotla","110441","-46824"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422147","3090103402","GMS KHERA","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","141204","Ludhiana","03","PUNJAB"," ","75.834384999999997","30.694896","03","041","00227","Ludhiana (East)","110441","-47008"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422155","3090103401","GPS KHERA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141204","Ludhiana","03","PUNJAB"," ","75.834363999999994","30.695108000000001","03","041","00227","Ludhiana (East)","110441","-47008"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423279","3090105301","GPS RANGIAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141118","Ludhiana","03","PUNJAB"," ","75.835725999999994","30.732077","03","041","00227","Ludhiana (East)","110443","-47071"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418363","3160100603","SAS PUBLIC HIGH SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148023","Sangrur","03","PUNJAB"," ","75.800839999999994","30.559756","03","053","00269","Malerkotla","110392","-46779"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416991","3160106701","GPS JAFRABAD","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.849855000000005","30.511801999999999","03","053","00269","Malerkotla","110463","-46698"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418547","3160106603","SAMPURAN PUBLIC SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148023","Sangrur","03","PUNJAB"," ","75.850611000000001","30.566499","03","053","00269","Malerkotla","110465","-46791"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421081","3160102702","GHS JANDALI KHURD","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.849372000000002","30.660236000000001","03","053","00269","Malerkotla","110463","-46949"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421996","3090104902","GHS POHIR","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","141204","Ludhiana","03","PUNJAB"," ","75.849909999999994","30.690726999999999","03","041","00227","Ludhiana (East)","110464","-47001"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422015","3090104901","GPS POHIR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141204","Ludhiana","03","PUNJAB"," ","75.850476","30.691227999999999","03","041","00227","Ludhiana (East)","110464","-47002"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1422453","3090104201","GPS LEHRA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141118","Ludhiana","03","PUNJAB"," ","75.848750999999993","30.705141999999999","03","041","00227","Ludhiana (East)","110462","-47025"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423134","3090102201","GPS GOPALPUR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141118","Ludhiana","03","PUNJAB"," ","75.850317000000004","30.727575999999999","03","041","00227","Ludhiana (East)","110464","-47063"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423457","3090101402","GSSS DEHLON","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","141118","Ludhiana","03","PUNJAB"," ","75.848877000000002","30.739346999999999","03","041","00227","Ludhiana (East)","110462","-47083"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423462","3090101401","GPS DEHLON","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141118","Ludhiana","03","PUNJAB"," ","75.848740000000006","30.739546000000001","03","041","00227","Ludhiana (East)","110462","-47084"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417058","3160108102","GHS BHUDAN","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.800095999999996","30.514478","03","053","00269","Malerkotla","110391","-46703"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418349","3160100601","GPS CHAK SHEKHUPUR KALAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.800222000000005","30.559707","03","053","00269","Malerkotla","110391","-46779"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419388","3160105802","GMS AHMAD DALER","4","Upper Primary Only","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.800668999999999","30.596553","03","053","00269","Malerkotla","110392","-46842"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420627","3160101301","GPS DEHLIZ KHURD","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.800764000000001","30.643211000000001","03","053","00269","Malerkotla","110392","-46921"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417838","3160107502","GOLDEN ERA MILLENNIUM SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148020","Sangrur","03","PUNJAB"," ","75.803820000000002","30.541654000000001","03","053","00269","Malerkotla","110396","-46749"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418217","3160102001","GPS SHEKHUPUR KHURD","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.804811999999998","30.556346000000001","03","053","00269","Malerkotla","110398","-46774"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420646","3160101502","ISLAMIA PUBLIC MODEL SCHOOL","2","Upper Primary","3","Co-Ed","5","Private Unaided (recognized)","1"," ","148021","Sangrur","03","PUNJAB"," ","75.804580000000001","30.644577999999999","03","053","00269","Malerkotla","110398","-46923"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420736","3160101501","GPS DEHLIZ KALAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148021","Sangrur","03","PUNJAB"," ","75.804637","30.647808000000001","03","053","00269","Malerkotla","110398","-46928"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415136","3160700301","GPS DALELGARH","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.853752","30.454298999999999","03","053","00269","Malerkotla","110469","-46601"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415588","3160107602","GSSS SADATPUR","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.852896999999999","30.470147999999998","03","053","00269","Malerkotla","110468","-46628"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416754","3160108301","GPS MADEVI","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.854432000000003","30.50431","03","053","00269","Malerkotla","110470","-46686"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418271","3160109402","GHS MATOI","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.853701000000001","30.557926999999999","03","053","00269","Malerkotla","110469","-46776"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419940","3160104702","GSSS JITWAL KALAN","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148019","Sangrur","03","PUNJAB"," ","75.853329000000002","30.616298","03","053","00269","Malerkotla","110469","-46875"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418601","3160106601","GPS AZEEMABAD","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.847211000000001","30.568691000000001","03","053","00269","Malerkotla","110460","-46794"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419520","3160104701","GPS JITWAL KALAN","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148019","Sangrur","03","PUNJAB"," ","75.847551999999993","30.601649999999999","03","053","00269","Malerkotla","110460","-46850"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423512","3090101404","ADARSH SENIOR SECONDARY  SCHOOL, DEHLON","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141118","Ludhiana","03","PUNJAB"," ","75.845982000000006","30.741150000000001","03","041","00227","Ludhiana (East)","110458","-47086"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423583","3090101406","MAYA DEVI GOEL PUBLIC SCHOOL","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141118","Ludhiana","03","PUNJAB"," ","75.846872000000005","30.743285","03","041","00227","Ludhiana (East)","110459","-47090"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423195","3090802901","GPS KOT AGA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.766225000000006","30.729568","03","041","00227","Ludhiana (East)","110342","-47067"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418307","3160110001","GPS DASOUNDHA  SINGH WALA","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148020","Sangrur","03","PUNJAB"," ","75.684905999999998","30.558945000000001","03","053","00269","Malerkotla","110223","-46778"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421457","3090900201","GPS ANDLU","1","Primary","3","Co-Ed","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.684128000000001","30.672910000000002","03","041","00229","Raikot","110222","-46971"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421482","3090900203","Shri Guru Nanak Dev Convent School","3","Higher Secondary (1-12)","3","Co-Ed","5","Private Unaided (recognized)","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.688248000000002","30.673791999999999","03","041","00229","Raikot","110228","-46972"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421548","3090900202","GHS ANDLU","7","Secondary (6-10)","3","Co-Ed","1","Department of Education","1"," ","141108","Ludhiana","03","PUNJAB"," ","75.684622000000005","30.675794","03","041","00229","Raikot","110223","-46976"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1415621","3160701301","GPS BELEWAL","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.933104999999998","30.471204","03","053","00270","Dhuri","110585","-46630"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417731","3160711401","GPS SARVARPUR","1","Primary","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.934692999999996","30.537974999999999","03","053","00269","Malerkotla","110587","-46742"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418361","3160710802","GSSS KHANPUR","5","Higher Secondary  (6-12)","3","Co-Ed","1","Department of Education","1"," ","148023","Sangrur","03","PUNJAB"," ","75.933233999999999","30.559726000000001","03","053","00269","Malerkotla","110585","-46779"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420301","3090107105","CAMBRIGDE MODERN HIGH SCHOOL","6","Secondary (1-10)","3","Co-Ed","5","Private Unaided (recognized)","2"," ","141119","Ludhiana","03","PUNJAB"," ","75.935719000000006","30.631696999999999","03","041","00226","Payal","110589","-46901"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420346","3090107102","GSSS MALOUDG","5","Higher Secondary  (6-12)","2","Girls","1","Department of Education","2"," ","141119","Ludhiana","03","PUNJAB"," ","75.934740000000005","30.633289999999999","03","041","00226","Payal","110587","-46904"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420370","3090107401","GPS MALAUD","1","Primary","3","Co-Ed","1","Department of Education","2"," ","141119","Ludhiana","03","PUNJAB"," ","75.936212999999995","30.634172","03","041","00226","Payal","110589","-46905"
